"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"2x gorges at speed","Bike","Can spend most of this ride at a real easy tempo as easy as you like. Permission to not worry about that Z2 goal at all. However, for Galston gorge and Berowra Waters, or Brooklyn and Bobbo. Whichever 2 climbs you choose. Those 2 climbs have to be FULL GAS. Go for PR type effort. That 8-12min effort is the target here, you will get better at appreciating how to pace yourself for this effort. For this distance it is not a full gas start that helps, it is more an 8/10 start and building into the effort. Finish the climb fully fisted but try not to stop, best to keep spinning REAL EASY.","2.5","","2023-01-13","","45818.73046875","","",""," *13/01/2023 Matthew Roberts: first effort was not good.  Thought I really did well but was miles off my PB.  Got a coffee and had a go at the second - PB!* *13/01/2023 Justin Morris: The power of brew :-). Yeah, sorry mate I prob would have moved this forward a week given getting over being crook. that would have been the factor in that first effort sensations. When recovering from sickness takes a lot longer for the body to warm up. No harm in having done this and pretty impressed you could put out what you did. You'll be ready to fire next week :-).*","1.93916666507721","6.56300020217896","","83","","133","194","","","0.708427547242177","109.61","19","22","41","10","3","5","16","","","","","","","","","","","","","","",""
"Group ride","Bike","La Reve or something similar. Main aim is to be with a group, increases speed and helps to decrease the anxiety associated with riding in a group.","2.5","","2023-01-14","","56944.640625","","","","","2.31138896942139","6.84299993515015","","82","","127","176","","","0.645083507771635","108.81","30","26","43","18","16","5","1","","","","","","","","","","","","","","",""
"Technical repeats - skills and speed - 15 min loop","MTB","Find a challenging section of trail, and create a loop where you can hit it over and over again (e.g. a brief downhill section with a short climb back up). Use a loop of approx 15 minutes if possible - try OMV or maybe jungo-pony club. Perform a warmup including a loop at slower speed to scope out the obstacles. Learn from each repeat and analyse where you can take a better line, stay off the brakes and change your body position to improve your speed and flow. Tip: Try to look further down the trail and spot any obstacles or changes in the trail as early as possible, while training your peripheral vision to register obstacles in the more immediate vicinity. How far ahead can you look? Goal here is to make each lap quicker than the previous, should be able to get 4 of them in.","1.33333333333333","","2023-01-15","","12088.4404296875","","","","","1.09055554866791","3.0789999961853","","72","","140","171","","","0.69404458848784","58.32","2","4","22","18","14","4","0","","","","","","","","","","","","","","",""
"Easy/ Active recovery spin- 1 hand focus","Bike","Bit of practice for next Wednesday. If you can find a steady gradient hill of a few minutes in length try 20s alternating between 1 handed left hand and 1 handed right hand. Focussing on keeping the bike straight whilst 1 handed, should feel it in the oblique stabilising muscles too.","2","","2023-01-16","","20997.55078125","","",""," *16/01/2023 Matthew Roberts: My quads are still sore. I can ride just fine but I figured I'm best keeping it to zone 1.  I don't feel cooked or tired. Just got soreness in quads.* *19/01/2023 Justin Morris: Zone 1 good for this ride mate. Especially if the quads are still sore, good indication to spin the legs easy in easy gears only.*","1.88944447040558","3.08699989318848","","70","","105","145","","","0.579977519376708","71.54","68","27","17","1","0","0","0","","","","","","","","","","","","","","",""
"Brooklyn Dash","Bike","","2","","2023-01-17","","","","",""," *17/01/2023 Matthew Roberts: took a full day off to try and get this soreness down.  The recovery day yesterday didn't get the job done.* *19/01/2023 Justin Morris: Good stuff, try to old feet up the wall trick too if you can. Seeing Micko (the bike fit guy) for a massage makes a big difference also.*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CORE work","Strength","Just 10-15min at home can be in front of tv or whatever. Just focus on getting that core activated.","0.25","","2023-01-18","Plank Side Plank Push Ups Sit Ups","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mid Week endurance","Bike","Same as last wednesday, the longer you can go the better. Minimum 2 hours. Again Z2 focus.","2","","2023-01-18","","26621.23046875","","","","","2.36861109733582","3.12199997901917","","73","","128","182","","","0.658048720214011","116.1","27","29","48","15","7","10","6","","","","","","","","","","","","","","",""
"Thursday Strength","Bike","5/6 min for this week. Slow RPM, flat foot on the downstroke, hands in drops during the low RPM effort. Could use Bobbo especially the section after you turn left where it gets steeper (Turra side) Or could also use the Quarter sessions loop, even if it is a little short than 5/6 min still do just 4.","1.25","","2023-01-19","","20074.859375","","","","","1.25250005722046","4.4520001411438","","71","","108","225","","","0.633249714188164","55.95","39","7","7","19","1","0","0","","","","","","","","","","","","","","",""
"Camping","Day Off","","","","2023-01-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Camping","Day Off","","","","2023-01-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Camping","Day Off","","","","2023-01-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy/ Active recovery spin- 1 hand focus","Bike","Bit of practice for Wednesday. If you can find a steady gradient hill of a few minutes in length try 20s alternating between 1 handed left hand and 1 handed right hand. Focussing on keeping the bike straight whilst 1 handed, should feel it in the oblique stabilising muscles too.","1","","2023-01-23","","22999.76953125","","","","","1.00583338737488","6.35200023651123","","81","","130","143","","","0.604394053900896","40.71","4","2","47","7","0","0","0","","","","","","","","","","","","","","",""
"Strength Endurance- 1 hand","Bike","You could do this on Bobbo again. Steady gradient. HARD gear and low cadence, this is building up your strength endurance which will start to filter in through Feb. It is the next level after endurance.. So ability of the muscles to keep dumping out big power for extended periods of time. Low cadence is the key on these, know you don't have the cadence meter, but you know the feeling now. HARD gear just slower revolutions. During those 6min efforts. Alternate hand on the bar and hand behind back. So 1 hand behind back and 1 hand on bar for 30s then swap hands for the whole 6min. This switches on the core as well as the leg muscles.","1.33333333333333","","2023-01-24","","22849.4296875","","","","","1.63055551052094","3.89299988746643","","72","","126","173","","","0.653964977429512","78.2","25","14","29","12","9","7","0","","","","","","","","","","","","","","",""
"CORE work","Strength","Just 10-15min at home can be in front of tv or whatever. Just focus on getting that core activated.","0.25","","2023-01-24","Plank Side Plank Push Ups Sit Ups","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dirt dash only","MTB","No endurance beforehand necessarry this week.","1.5","","2023-01-25","","17363.2109375","","",""," *26/01/2023 Justin Morris: Good stuff. Welcome back mate. Nice Somerville rd dash.*","1.13055551052094","4.26599979400635","","77","","129","177","","","0.673022928663858","56.9","14","16","18","5","5","9","1","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2023-01-25","","0","","","","","0.000555555569007993","0","","0","","89","89","","","0.511175036346447","0.01","0","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Commute or MTB ride","MTB","Through Penno park if can commute. After the strength endurance yesterday it is best to follow up with higher cadence/ lower power riding. Hence, MTB a great option today, stay in the easier ratios and try to avoid steep climbs, tomac climb will obviously be an exception as required.","2","","2023-01-26","","29205.30078125","","","","","1.54111111164093","5.26399993896484","","81","","118","154","","","0.600573629672739","62.25","28","22","36","6","1","0","0","","","","","","","","","","","","","","",""
"Technical repeats - skills and speed - 15 min loop","MTB","Find a challenging section of trail, and create a loop where you can hit it over and over again (e.g. a brief downhill section with a short climb back up). Use a loop of approx 15 minutes if possible - try OMV or maybe jungo-pony club. Perform a warmup including a loop at slower speed to scope out the obstacles. Learn from each repeat and analyse where you can take a better line, stay off the brakes and change your body position to improve your speed and flow. Tip: Try to look further down the trail and spot any obstacles or changes in the trail as early as possible, while training your peripheral vision to register obstacles in the more immediate vicinity. How far ahead can you look? Goal here is to make each lap quicker than the previous, should be able to get 5 of them in.","1.83333333333333","","2023-01-27","","","","",""," *29/01/2023 Matthew Roberts: Sick*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"La Reve shorter","Bike","Just easy 60-90 minutes.","1.5","","2023-01-28","","","","",""," *29/01/2023 Matthew Roberts: Slept in because I went to bed feeling sick. Then in got way too hot to ride* *30/01/2023 Justin Morris: Sick again :-(. Camping belly bug?*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
